,Tweet_text,obesity_present,pre_count,post_count
1331,"Roughly 15% of newly diagnosed chronic diseases are due to sedentary lifestyle. 
Try HealthOptim app and know your Chronic Diseases Risk (CKD) score . 👉 https://t.co/m5Zs5E7eHv to install HealthOptim app. 
#chronicdiseases #chronickidneydisease #obesity #heartattack #metabolic https://t.co/I92QxE4eJk",True,0,7
1332,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJoB4f #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/BEXIgJTOA1,True,0,0
1333,"Sleep #apnea is closely correlated to #obesity, type-2 #diabetes &amp; #heartdisease. 60–70% of s.a. patients are #overweight or obese. The prevalence of s.a. in type-2 #patients with obesity is 86%. Untreated s.a. is a key risk factor for cardiovascular events &amp; death.",True,1,3
1336,"Let's welcome our next speaker for the #conference, Dr. Rakesh Kalapala from @AIGHospitals .

Visit https://t.co/3B19fLy4L0 and learn more.

#hospitals #obesity #HCPS2020 #transforminghealthcare https://t.co/zoaTpKAYfq",True,0,0
1338,RT @EASOobesity: Have you seen “The overweight and #obesity transition from the wealthy to the poor in low- and middle-income countries: A…,True,0,0
1341,Full house for the @novonordisk #obesity symposium at the @IntDiabetesFed #IDF2019 with @DrSharma and Carel Le Roux @notyourfaultie . #obsmuk @EASOobesity https://t.co/t2zUT8BQNY,True,0,1
1342,RT @MaritaHennessy: A comprehensive diagnostic approach to detect underlying causes of #obesity in adults https://t.co/lXtd7I0FOS @DrSharma,True,0,0
1347,"RT @EcoWatch: ""It really would explain these patterns of behavior that we see in these teens who are having problems with #obesity"" https:/…",True,0,0
1348,Long working hours and change in body weight: analysis of individual-participant data from 19 cohort studies | International Journal of #Obesity https://t.co/gzmMuP21M2,True,0,0
1350,"Take a little bit longer of a walk, get in a few more reps, or just stretch. #Workforit #gym #exercise  #fitness #healthy #nutrition #personaltraining #health #healthyeating #GetFit #Cardio #FitLife #GetHealthy #HealthyLife #HealthTalk #Vegan #weightloss #calories #obesity https://t.co/0MRUoB3E4c",True,4,0
1352,"""It really would explain these patterns of behavior that we see in these teens who are having problems with #obesity"" https://t.co/L0UGBOYJjD @Healthline",True,0,0
1354,#Gettingfit while #travelingtheworld From #obesity to #myhealthiestweight month31 lost 37.4kg #seeyouagain #kohsamui #Thailand Mar 2015 @wrdfittraveller https://t.co/OXKr3v2d49,True,0,0
1355,Once your #HEALTH is gone you cannot buy more! #1 Cause #Obesity SIGN UP&gt; https://t.co/GyuznrxuXR PLZ RT https://t.co/1mhjtD9sgp,True,0,0
1356,"I will be there with other paleo pioneers of tamilnadu this Sunday to answer your questions on paleo diet. 

Let's meet in Salem.

#paleo #drhariharan #diet #obesity #diabetes #pcod #salem https://t.co/tiH8tRL7dU",True,2,1
1359,"At @WeTheWomenAsia event yesterday. 
Excellent discussion on #Nutrition issues in women. Rising #obesity, #diabetes, #PCO. Scarcity of #micronutrients- D, B12, folate, iron. Coordinated strategy needed. #Fortification must be supported. @fssaiindia 
Thanks @BDUTT @Suchimahajan https://t.co/Lswu3OcyCx",True,1,1
1360,RT @healthstepsonly: #chia #chiaseed #seed #water #morning #bowel #constipation #weight #weightloss #obese #obesity #weightgain #loseweight…,True,0,0
1361,Bariquins for #Bariatric #Casualty #Rescue &amp; #Patient #Moving &amp; #Handling #Training from basic to Train-the-#Trainer level. See https://t.co/AhE363Lq2t #Fire #Paramedic #Ambulance #Nursing #Police #Firefighters #Hospital #BariatricTraining #Extrication #RTC #SAR #HART #Obesity https://t.co/QDPFLI64BO,True,0,0
1363,"BMA is working with partners to make all schools in the Bangkok area free of soda and soft drinks to promote children’s health and reduce the chance of diabetes among children and teenagers. #BMA #obesity #diabetes #TheNationThailand

https://t.co/AzH7dWa2Ca",True,0,2
1364,"Obesity and other metabolic disorders, do hibernating animals offer the answer? #obesity #metabolicdisease #weightloss https://t.co/q8NsSaUXtx",True,0,3
1367,"Up to 15% of socioeconomic gradient in #obesity 
attributable to #restaurant #food #quality, 
with #sodium being the main driver.
https://t.co/yF6RmdmKJa via @wb_research 

Sodium is a marker of #ultraprocessed foods ...
and we know the problem there
https://t.co/aZQSTvYMBG https://t.co/fJztoNholA",True,2,0
1368,Quality realistic #bariatrictraining at https://t.co/MLKRqzkFLF for the  bulk/weight/look of a person with #obesity. Limbs flex like real. #Fire #Paramedic #Ambulance #NHS #Nursing #Police #HART #Firefighters #USAR #Hospital #Bariatric #Patient #Training #HealthAndSafety #Rescue https://t.co/p3KiFcqMUv,True,0,0
1369,"In a bid to not gain weight, instead of ordering pizza, I ate crackerbread with salad.

#food #obesity #AcademicChatter #phdlife #phdchat",True,2,0
1371,"‘The only successful strategies to address #obesity are when groups are empowered and resourced to solve themselves.’ Yes! @allendersteve @GLOBE_obesity 
Great to create a response that reflects and respects #community https://t.co/C3ssNPFbCJ",True,0,0
1372,Take care of yourSELF #MondayMorning #morningmotivation #selfcare #pcos #obesity #chronicillness #health #Mindfulness #mentalhealth #psychology https://t.co/mbLRuNKIQs,True,1,0
1374,Some nice ideas for a refreshing drink #pcos #obesity #hydration #h2o #MondayMorning #mondaythoughts #health #hydrate #ChristmasIsComing https://t.co/gUG0dcWnAz,True,0,0
1375,RT @NeilFlochMD: @CvilleObesityDr We need to admit that #obesity is a disease. We need to act on preventive measures to slow and reverse th…,True,0,1
1376,#Physical #exercise and #liver “fitness”: Role of mitochondrial function ... https://t.co/V4EjIZsLCI #nafld #pcos #mitichondria #epigenetics #metabolism #medtwitter #health #obesity,True,1,1
1377,"My youngest, said “Mommy, #Dr. Patricia is really helping us! I am feeling better!” You and your beautiful staff ROCK!!!”–Patient Mother https://t.co/AO6eBlwFnC #DrPatriciamd #obesity #healthy #children #families #compassionate #empowering #Orangecounty #kidshealth #battleobesity https://t.co/2RhMtDRajd",True,0,0
1380,"RT @Soc_Endo: A new study reports that childhood #obesity could affect regions of the brain that control emotions, appetite and cognitive f…",True,0,1
1385,"Get moving! 4 in 5 adolescents don't exercise enough, says WHO #Alarming #Obesity #Diabetes #ExerciseHeals https://t.co/aHbeXKvjvD",True,0,1
1386,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJ6ZFF #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/QdJFRKQ26Y,True,0,0
1387,"Australia's obesity problem is escalating, with new data showing almost half of young adults are overweight or obese. Read on to learn about the ways to help prevent this epidemic. https://t.co/19GntgkSzA #health #diet #obesity",True,1,0
1388,"Now that we know we can be aware of emotional triggers which can lead to binge eating #obesity #NCDs Women more likely to reach for junk food when stressed, study suggests https://t.co/nOoAbg9idn",True,1,0
1391,"RT @ToddHarperAUS: Our campaign achieved what it set out to do, increase peoples’ awareness of the link between #obesity and #cancer and en…",True,0,1
1393,"Maybe someday we'll look back at $PRVB sayin' ""Hindsight is _____."" $AMGN is their partner. $JNJ owns a bunch. #Diabetes #Obesity #HealthInsurance

$ABT $ASCE $CGC $EWG $IBB $GE $GLD $MDT $MRK $NVS $QQQ $RHHBY $SAND $SPX $SPY $TBT $XBI $XLE $USO #WaterMartyr #Waconomics #WaterEDU https://t.co/hkWfKVYYDc",True,0,1
1394,"RT @allentien: #Cancer #Obesity #CellularReality

""The investigators speculate that these findings are driven in part by the obesity epidem…",True,0,1
1395,RT @vicentegtz: #obesity cancela en el #ForceFest2019 https://t.co/uOYpmMvWTu,True,0,0
1396,"**THREAD**
Left: 230 lbs, Pre-diabetes,Fatty liver. 
Right: 150 lbs, Happy, Healthy

All it took was some motivation my way. A little nudge is what everyone needs. I remember telling myself that I could never, and it was impossible. THAT ISN""T TRUE! #obesity #weightloss https://t.co/ACkF2JIgZL",True,0,2
1397,#LatinAmerica is a good example for #prevent and #treat #obesity and related disorders.  https://t.co/KexRn6ksXK,True,0,0
1398,#Rescue or handling #Training for #scenarios involving people suffering from #Obesity? See how a Bariquin can help https://t.co/hltOcJoB4f #Fire #Paramedic #Ambulance #NHS #Nurses #HART #Firefighter #SAR #ISAR #Hospital #Care #BariatricTraining #Bariatric #PatientSafety #Dignity https://t.co/vvRZEoHygh,True,0,0
1401,"#Cancer #Obesity #CellularReality

""The investigators speculate that these findings are driven in part by the obesity epidemic, a hypothesis that is both provocative and plausible.""

https://t.co/OcvX7b0rlF https://t.co/KZUyOUPfCe

)#SharedFacts #HealthScience #HumanReasoning",True,0,1
1402,#patientvoice #pcos #pcosawareness #doingitforourselves #polycystic #ovary @pcosvitality #psychology #cysters @cystersgroup #prioritisepcos #medtwitter #endocrinology #obesity #treatments #bodyimage #acne https://t.co/gzIYR66CAb,True,0,0
1404,"Meal timing strategies appear to lower appetite, improve fat burning -- #ScienceDaily #health #fasting #intermittentfasting #hormones #fatburning #obesity #metabolism #circadianrhythm https://t.co/Fi0ET5loYH https://t.co/knHHCxvP65",True,1,0
1407,"@MELANIATRUMP 

Pray for us, dear. God bless America 🇺🇸 Our country needs your heart. We love you! ❤
#healing #mentalillness #alcoholism #obesity #smoking #addictions #fear #trustJesus #Christmas 🎄 #Godiswithus #OComeAllYeFaithful",True,2,1
1408,"Our Vision
Children and families feeding well, feeling well, and living well.
https://t.co/yF0WF60Glz
#DrPatriciamd #obesity #healthy #children #families #compassionate #empowering #Orangecounty #Servingkidshope #kidshealth #battleobesity https://t.co/6HFyoYLqBo",True,0,0
1411,"RT @fazeelafadzil_: Positiviti badan: Obesiti hanyalah satu definisi.
#bodypositivity
#obesity
#iambeautiful 
#onjour",True,0,0
1412,Medical Schools Need To Teach More About #Obesity And #Nutrition https://t.co/xAUL7RD9GR https://t.co/8umT5J7eXO,True,2,0
1415,RT @NeilFlochMD: #Obesity has become an epidemic in the #US - see the progression of this disease on the: Adult Obesity Prevalence Maps | O…,True,0,1
1416,#obesity cancela en el #ForceFest2019 https://t.co/uOYpmMvWTu,True,0,0
1417,#ehealth #healthit #digitalhealth #digitalhealthcare #futureofhealthcare #medical #auspol #universities #research #healthtech #digitalhealthcrc #health #MedTec #medtech #AI #clinician #aiinmedicine #medtwitter #obesity #weightloss @GregHuntMP @karenandrewsmp @healthgovau https://t.co/LOyfsKkkRY,True,0,0
1420,"@obesityband cancela su participación en el forcefestmx 🙁

#hoytocaconcierto #obesity #forcefest #mexico #cdmx #noticia #cancela #knotfestmexico https://t.co/q0z1y9Vdsk",True,0,0
1421,"New study to investigate how digital tools, including avatars, can help tackle #obesity - #digitalhealth #mhealth https://t.co/aInn0DSQvK via @digihealthcrc",True,0,0
1423,Hope everyone had a chance to relax this weekend.  A new study shows there is higher risk of overweight among the healthy-weight people who work long hours.  https://t.co/Ex9ZVwlUJq #obesity #lifestyle #relaxation #enjoylife,True,0,0
1424,"Please join me Tuesday on FB at 8pm EST on CBDEE for a great talk about CBD, obesity, and diabetes. Please bring your questions.  🙂. 

 #hemp #facebooklive #healthylifestyle #obesity #cbd #diabetes #tuesday #joinme #great #questions #talk https://t.co/YkpIJirAZl",True,0,2
1425,"Are you normal weight? Find out at https://t.co/07ujuC7PlO BMI Calculator.
A 'normal' BMI is between 18-25.
Health risks of #obesity are #heartdisease #cancer #diabetes #stroke and more.
It's not a question of IF it will happen but WHEN.
Don't wait till it's too late―lose weight. https://t.co/SFGayrlrvz",True,0,4
1426,"In #Kenya, buying food in #supermarkets increases childrens height more than their weight, thereby helping address #stunting without contributing much to #obesity. These positive #nutrition effects come from improvements in dietary diversity: https://t.co/1ea5g37E0R #diets",True,4,0
1428,RT @DanielJDrucker: 2020 may be a big year for unimolecular tri-agonists with pivotal clinical data coming #diabetes #obesity  Review the s…,True,0,1
1429,Bariquins for #Bariatric #Casualty #Rescue &amp; #Patient #Moving &amp; #Handling #Training from basic to Train-the-#Trainer level. See https://t.co/AhE363Lq2t #Fire #Paramedic #Ambulance #Nursing #Police #Firefighters #Hospital #BariatricTraining #Extrication #RTC #SAR #HART #Obesity https://t.co/JxNivhoMF5,True,0,0
1430,"RT @LFPress: Veganism, KFC and the secret to weight loss https://t.co/ROmrEiykma #obesity #weekendreads https://t.co/0eeA2r4MqN",True,0,0
1431,"#food #portion #size #weight #weightloss #obese #obesity #weightgain #loseweight  #calories #howto #tips #people #friends #family #health #wellness #lifestyle

Calculating the Correct Portion Sizes for Weight Loss - New Mexico Orthopaedic Associates, P.C https://t.co/Q4gv6FmSNI",True,2,0
1432,"#chia #chiaseed #seed #water #morning #bowel #constipation #weight #weightloss #obese #obesity #weightgain #loseweight #howto #people #friends #family #health #wellness #lifestyle
Chia Seed Water For Weight Loss: Have It In The Morning For Maximum Benefits https://t.co/iVC980vx08",True,0,0
1433,#obesity #childhoodobesity #health #publichealth https://t.co/DUWb5U5cRC,True,0,0
1434,"We are #passionate about making #families #healthier and #happier. Thank you United Way OC for helping with our passion for #Children's health.
https://t.co/FQIyz3LNRC #DrPatriciamd #obesity #compassionate #empowering #Orangecounty #Servingkidshope #kidshealth #battleobesity https://t.co/3pkhRSGUFG",True,0,0
1436,"Dear family members, Your expressions of gratitude would be much more convincing if you weren't always trying to give us #diabetes, #heartdisease, #obesity, #dementia, #stroke, #pcos, #hypertension, #cancer &amp; #nafld.
Sincerely, The people saving your lives. https://t.co/hwFN9U2YN4",True,0,4
1437,RT @healthstepsonly: #weight #weightloss #obese #obesity #weightgain #loseweight #active #calories #howto #tips #simple #tricks #people #fr…,True,1,0
